Id,Sales
202,7734.0923
203,8071.9097
204,7113.147
205,7893.494
206,10165.424
207,13408.163
208,3939.5728
209,8833.991
210,4343.364
211,15696.53
212,5353.662
213,9720.717
214,11052.56
215,9489.284
216,9339.051
217,6033.1465
218,6012.104
219,3529.2185
220,5444.2295
221,7270.209
222,5917.4966
223,9460.953
224,8696.569
225,6925.2305
226,7787.863
227,6844.655
228,9617.943
229,11827.106
230,10016.535
231,7904.742
232,5474.683
233,11448.3125
234,12237.244
235,6912.309
236,9620.319
237,4777.691
238,10126.078
239,5962.4995
240,5211.605
241,7950.761
242,5183.45
243,10202.8
244,6755.222
245,10655.108
246,9482.155
247,10964.501
248,10872.02
249,6698.893
250,11989.347
251,22058.238
252,13201.432
253,8300.305
254,3953.2078
255,7694.6904
256,10327.412
257,6786.208
258,7075.7876
259,15363.477
260,6527.601
261,13936.195
262,25695.547
263,5063.058
264,7958.4697
265,6699.3726
266,4382.852
267,10751.353
268,6549.2603
269,11040.412
270,11418.957
271,10227.079
272,8127.2534
273,8388.704
274,6410.2715
275,8335.943
276,4833.241
277,8940.514
278,9013.737
279,11261.739
280,7214.8145
281,7239.665
282,4654.1313
283,9039.264
284,6926.215
285,6279.057
286,5310.1685
287,9246.986
288,6676.3125
289,7262.3496
290,7653.642
291,9963.331
292,1.0
293,7123.2227
294,7229.349
295,7382.01
296,8426.434
297,8211.42
298,9786.3
299,10008.409
300,9478.818
301,6307.179
302,4681.894
303,8427.984
304,9030.13
305,6901.6895
306,5925.947
307,3550.279
308,10453.526
309,8537.687
310,11570.267
311,7737.523
312,6933.9087
313,9887.561
314,6752.961
315,5472.4116
316,10471.438
317,6624.937
318,8959.67
319,10862.484
320,19464.63
321,7403.763
322,5918.9023
323,8875.441
324,7430.292
325,7741.4062
326,6763.2104
327,11093.1875
328,5398.2954
329,8706.122
330,4791.899
331,6802.013
332,4260.161
333,12058.865
334,6139.755
335,16701.479
336,16185.143
337,6912.5596
338,7699.455
339,6961.4297
340,7990.0796
341,6880.203
342,13701.707
343,8747.765
344,12048.714
345,5086.9624
346,8534.193
347,6612.0083
348,10195.923
349,8748.908
350,8446.26
351,8001.618
352,8078.5103
353,8580.537
354,10014.157
355,12267.744
356,8423.331
357,10242.6
358,12361.163
359,7606.8027
360,8537.841
361,8536.27
362,10541.302
363,8862.524
364,6881.9624
365,7410.3403
366,8704.926
367,6547.7363
368,15257.0
369,7897.1084
370,8683.383
371,8141.801
372,10681.34
373,6137.46
374,8567.926
375,13296.874
376,10256.687
377,12700.681
378,9289.072
379,5184.024
380,17534.459
381,9813.742
382,10423.4
383,20210.06
384,11941.279
385,8491.534
386,8803.315
387,12099.811
388,11929.919
389,12623.224
390,14334.766
391,8269.472
392,7960.8457
393,7673.158
394,9937.47
395,4972.2812
396,13109.763
397,8066.884
398,7734.6235
399,7013.4136
400,11102.004
401,8579.521
402,6957.4336
403,8421.854
404,6096.4663
405,5091.8506
406,9604.185
407,5740.499
408,6946.1743
409,6721.6978
410,7517.481
411,12005.217
412,10833.163
413,9502.009
414,7873.515
415,7342.083
416,12406.328
417,8539.616
418,8243.743
419,7293.4204
420,6076.9824
421,12959.465
422,4915.6533
423,15364.019
424,9203.134
425,4612.0547
426,5793.9463
427,8692.995
428,7735.4497
429,6634.359
430,10952.993
431,10553.001
432,14682.54
433,8864.055
434,11011.136
435,3533.3486
436,7167.2417
437,9436.729
438,6478.148
439,8389.912
440,7935.503
441,8202.591
442,6520.7617
443,6455.166
444,14988.092
445,11724.566
446,6898.1685
447,5724.32
448,9472.809
449,12883.514
450,9732.656
451,6643.256
452,7499.033
453,15147.432
454,7948.858
455,9338.4
456,7077.6104
457,6471.756
458,8512.756
459,12980.481
460,6438.7104
461,6150.974
462,5589.9385
463,6205.8447
464,11028.403
465,9463.922
466,9893.966
467,15644.326
468,7966.0186
469,15906.383
470,14880.838
471,8667.016
472,6419.7373
473,4018.8267
474,8645.286
475,7349.7554
476,7015.307
477,7681.601
478,9170.364
479,16097.578
480,6136.9214
481,7503.1616
482,9739.138
483,5971.4014
484,9619.338
485,6742.734
486,5969.5786
487,9175.324
488,4132.9995
489,8794.655
490,9846.182
491,8568.6455
492,10627.3
493,10213.032
494,9569.01
495,6764.675
496,9220.24
497,11217.358
498,7827.1895
499,7239.782
500,7432.305
501,6733.1133
502,14657.523
503,8978.318
504,8630.835
505,6516.7017
506,10044.758
507,9739.955
508,10901.082
509,7137.988
510,10118.007
511,6350.54
512,8630.555
513,20560.275
514,7300.1924
515,11140.837
516,6907.5044
517,7542.827
518,7233.6187
519,7660.3394
520,5262.407
521,7115.868
522,10570.085
523,15584.431
524,10870.34
525,10625.101
526,12119.167
527,13361.734
528,13917.095
529,10055.877
530,10503.046
531,5174.7607
532,11326.855
533,15592.9795
534,9994.024
535,9154.904
536,12500.957
537,7530.6426
538,4248.3115
539,13212.139
540,8128.153
541,8569.773
542,6755.1064
543,3285.7588
544,17736.406
545,13337.733
546,15351.174
547,6985.414
548,4864.67
549,6109.343
550,6263.5522
551,9891.136
552,9104.365
553,8981.599
554,6051.491
555,5667.1396
556,8529.555
557,5350.967
558,4059.8665
559,9305.424
560,17350.455
561,8414.001
562,22986.207
563,5828.8403
564,6425.6733
565,8512.472
566,7064.189
567,7301.641
568,5950.8013
569,4683.1226
570,5885.956
571,9627.259
572,8037.653
573,4873.3506
574,10265.015
575,7263.617
576,8548.703
577,6614.7524
578,14369.054
579,9362.613
580,11769.818
581,6116.952
582,7878.5635
583,5315.56
584,6012.695
585,7054.399
586,18279.078
587,12062.04
588,8319.51
589,7068.8667
590,6871.5723
591,7912.723
592,4971.091
593,11467.459
594,5291.6772
595,17531.633
596,6255.582
597,6808.459
598,6659.122
599,11294.665
600,10737.896
601,5828.896
602,6879.0483
603,9518.499
604,8304.217
605,9564.246
606,6857.3647
607,6418.347
608,12204.096
609,5845.638
610,4471.0083
611,6736.267
612,7987.405
613,7200.721
614,8636.286
615,10576.327
616,10475.044
617,8503.732
618,8750.377
619,6574.4644
620,10931.786
621,6939.9297
622,5851.6074
623,9546.748
624,8213.206
625,7470.8267
626,11744.823
627,7762.212
628,10036.991
629,6970.931
630,8003.1753
631,7245.599
632,9057.474
633,7243.0425
634,8459.845
635,8219.271
636,9117.809
637,11429.341
638,7461.142
639,5050.021
640,13249.983
641,6642.9834
642,3409.3206
643,11723.437
644,11352.802
645,16028.455
646,6237.85
647,8839.132
648,7106.237
649,4972.6084
650,7877.226
651,8615.595
652,9008.847
653,7495.622
654,7917.1167
655,10765.995
656,4182.99
657,8291.656
658,7135.823
659,6049.6504
660,6631.607
661,7245.1914
662,9932.523
663,7618.9
664,7354.243
665,9709.477
666,8732.567
667,11732.251
668,10800.047
669,6162.655
670,9118.922
671,8748.633
672,10437.357
673,10438.841
674,12479.859
675,4192.142
676,10488.04
677,9068.192
678,9930.837
679,11929.941
680,6443.4043
681,4772.7534
682,14481.18
683,10721.585
684,10490.291
685,7446.823
686,7282.3193
687,9717.009
688,4878.8716
689,7828.7646
690,6835.534
691,9609.306
692,7102.28
693,7911.946
694,9550.445
695,6430.0693
696,11550.851
697,13289.19
698,17520.031
699,12005.274
700,5906.1904
701,7259.323
702,6571.762
703,3593.868
704,12537.602
705,10615.762
706,7314.1733
707,13616.573
708,6738.2656
709,10523.33
710,6214.3506
711,7810.671
712,7316.3853
713,11584.356
714,7415.502
715,9265.756
716,6968.797
717,7216.1016
718,9010.979
719,6975.201
720,9394.404
721,8991.164
722,9814.94
723,10574.33
724,8070.57
725,6589.9277
726,13482.616
727,5529.5366
728,6636.7827
729,13670.223
730,8593.248
731,9638.229
732,11085.339
733,18194.342
734,6628.1353
735,6397.255
736,6126.411
737,9410.098
738,9548.997
739,11989.347
740,9417.316
741,10272.096
742,10195.397
743,4861.9097
744,9357.463
745,8443.723
746,8102.401
747,9867.56
748,7211.457
749,6124.162
750,6422.9834
751,4332.5884
752,6730.596
753,9064.275
754,8934.956
755,12579.428
756,23726.283
757,8383.089
758,5977.3047
759,10171.582
760,9085.767
761,11708.329
762,5579.4126
763,7438.4395
764,5584.4175
765,10941.706
766,7500.8003
767,8748.073
768,17534.76
769,14825.081
770,5901.601
771,8486.676
772,5141.7705
773,6847.221
774,6525.9326
775,9714.247
776,6068.96
777,5722.1196
778,6635.308
779,8547.953
780,7641.672
781,5350.232
782,7223.966
783,8474.77
784,8962.208
785,9513.88
786,3582.1826
787,13199.632
788,19558.736
789,4307.086
790,8778.815
791,10789.72
792,9503.351
793,6183.7754
794,3883.5962
795,5264.772
796,8844.276
797,5792.068
798,8987.7
799,12268.353
800,5672.11
801,7158.046
802,9325.823
803,5917.824
804,6358.868
805,6295.957
806,9602.032
807,11166.783
808,9894.929
809,10140.333
810,7317.8438
811,5198.4185
812,7704.2227
813,7944.598
814,11261.643
815,7866.827
816,6569.951
817,22996.732
818,6683.506
819,6079.528
820,14082.312
821,10399.756
822,10325.6
823,7074.6606
824,8894.56
825,5392.454
826,10722.004
827,17135.863
828,7155.0493
829,7421.7925
830,7809.6353
831,14734.767
832,8605.469
833,6397.188
834,7553.583
835,6757.1426
836,7015.0664
837,5476.0825
838,9357.409
839,5196.48
840,8202.098
841,3839.1633
842,23577.654
843,10759.538
844,5804.174
845,5359.9214
846,12426.057
847,9143.316
848,9612.441
849,10354.13
850,7724.221
851,5819.6074
852,5627.7144
853,12693.245
854,5833.8574
855,9179.894
856,8688.361
857,8743.928
858,5881.225
859,9145.522
860,8392.93
861,4991.9795
862,11481.347
863,13922.272
864,6273.927
865,8767.854
866,8984.657
867,6634.5933
868,10304.654
869,7508.939
870,7545.065
871,8127.0596
872,8513.689
873,4044.2043
874,5769.411
875,5660.862
876,1.0
877,8234.902
878,11023.262
879,5338.9194
880,9014.984
881,6317.5894
882,7209.0156
883,5660.279
884,7146.367
885,6653.7637
886,7010.11
887,7811.013
888,11375.227
889,5788.8477
890,8177.7334
891,11057.684
892,10457.595
893,7338.428
894,11654.917
895,11753.015
896,8969.785
897,4677.114
898,8976.563
899,5845.354
900,7300.9375
901,8117.988
902,4872.969
903,13615.664
904,7174.0947
905,8082.464
906,13785.308
907,8758.71
908,4998.9746
909,14330.173
910,7750.996
911,12568.5625
912,6589.915
913,10872.901
914,10770.298
915,8448.975
916,5958.0254
917,8714.745
918,6306.3486
919,7700.637
920,7455.8633
921,9597.17
922,7995.965
923,5591.3145
924,4683.297
925,9134.085
926,9571.465
927,8478.779
928,10753.116
929,8192.457
930,8608.9
931,7109.905
932,9975.007
933,9547.94
934,8469.032
935,8270.859
936,7222.636
937,8189.192
938,11512.96
939,7076.935
940,9330.8955
941,6425.3423
942,7958.348
943,8169.4233
944,9630.226
945,5164.287
946,5229.9907
947,10123.674
948,10388.435
949,6843.147
950,7454.861
951,9675.734
952,7470.62
953,6704.2944
954,8501.072
955,6202.1465
956,4579.0635
957,10265.27
958,4604.841
959,9542.178
960,8344.097
961,8299.973
962,9289.072
963,12906.586
964,12711.878
965,10357.261
966,5696.6606
967,9539.375
968,8904.975
969,5579.1836
970,3016.5408
971,10121.801
972,4448.81
973,9664.888
974,14028.423
975,8865.678
976,9166.009
977,5370.52
978,9591.204
979,7531.763
980,8070.847
981,9807.454
982,9442.842
983,10279.524
984,7302.8945
985,9941.783
986,6636.7134
987,9604.285
988,5242.6123
989,6868.4077
990,8408.602
991,6387.92
992,6137.6353
993,9842.839
994,6221.2544
995,10557.884
996,8477.017
997,6018.0425
998,5812.8667
999,10875.773
1000,8711.4375
1001,7330.642
1002,7511.8115
1003,8743.085
1004,7274.5303
1005,7757.9854
1006,9541.313
1007,10046.799
1008,6714.617
1009,5987.119
1010,13156.095
1011,9341.625
1012,6909.7646
1013,5005.927
1014,16075.409
1015,8190.1294
1016,6918.892
1017,7343.3296
1018,13423.031
1019,10419.007
1020,10223.227
1021,10591.045
1022,8617.953
1023,6654.087
1024,8064.0757
1025,9146.386
1026,12518.197
1027,18301.914
1028,6885.0347
1029,5889.477
1030,4710.447
1031,5692.2773
1032,12565.926
1033,18027.521
1034,7392.099
1035,5641.1016
1036,6234.804
1037,8481.748
1038,6300.613
1039,9267.028
1040,10285.105
1041,6851.8794
1042,5924.822
1043,10941.653
1044,7588.44
1045,13506.13
1046,12472.375
1047,7578.6533
1048,9181.26
1049,4997.444
1050,9160.695
1051,9951.223
1052,8776.748
1053,10260.004
1054,8490.449
1055,10069.246
1056,6480.206
1057,6856.645
1058,8460.684
1059,10889.174
1060,10297.374
1061,9995.588
1062,8814.264
1063,4971.266
1064,12132.756
1065,5694.167
1066,10607.037
1067,7165.6284
1068,5354.066
1069,7254.6855
1070,8548.564
1071,6489.3477
1072,9099.131
1073,9153.176
1074,6899.6226
1075,11681.638
1076,5275.671
1077,5253.2896
1078,8833.595
1079,10069.842
1080,12967.452
1081,7748.202
1082,7986.6357
1083,6722.916
1084,8511.359
1085,8766.189
1086,8474.785
1087,8601.669
1088,6321.7
1089,12290.007
1090,7781.121
1091,9950.577
1092,16858.955
1093,10684.091
1094,5523.0474
1095,5557.169
1096,8120.9927
1097,12066.62
1098,6138.818
1099,13128.381
1100,7320.748
1101,11970.186
1102,7452.3086
1103,7721.01
1104,6115.2603
1105,7215.1035
1106,5936.8657
1107,8105.315
1108,6730.468
1109,5859.8125
1110,5668.5996
1111,5086.865
1112,9415.889
1113,7388.004
1114,27503.924
1115,8125.5327
1116,4912.5034
1117,5696.0845
1118,8070.4854
1119,10416.026
1120,5065.5894
1121,5115.681
1122,11561.299
1123,8061.699
1124,7879.1724
1125,5742.624
1126,7149.776
1127,8038.6343
1128,6918.7734
1129,5874.7827
1130,8237.008
1131,9602.893
1132,7870.0615
1133,7463.6543
1134,7678.7954
1135,12135.695
1136,6478.445
1137,5724.4727
1138,6071.206
1139,10857.471
1140,11469.154
1141,8801.233
1142,10311.536
1143,6183.935
1144,8245.064
1145,5106.783
1146,6454.5073
1147,5701.928
1148,8230.804
1149,8782.986
1150,10642.18
1151,11020.36
1152,7569.739
1153,5766.9077
1154,5697.2476
1155,5207.63
1156,6703.4824
1157,11393.696
1158,6225.3022
1159,5193.472
1160,6094.263
1161,6660.793
1162,7608.0728
1163,3569.7383
1164,8783.632
1165,4650.8384
1166,8068.615
1167,7133.5845
1168,6029.0566
1169,9186.384
1170,5804.074
1171,8248.36
1172,10015.877
1173,7953.4995
1174,5830.9033
1175,10020.845
1176,5430.7446
1177,7696.562
1178,8856.111
1179,12605.045
1180,6617.169
1181,6827.6626
1182,10321.504
1183,7494.0923
1184,10708.391
1185,7130.7407
1186,9890.966
1187,5493.5513
1188,5045.134
1189,6793.973
1190,7540.209
1191,10355.286
1192,8675.584
1193,4108.009
1194,6365.422
1195,8642.524
1196,7864.0063
1197,10021.304
1198,3974.3594
1199,12566.549
1200,7680.6924
1201,4991.4985
1202,6378.2153
1203,7334.258
1204,7267.9487
1205,9087.153
1206,5425.029
1207,7351.4307
1208,6130.6963
1209,7662.919
1210,7519.7256
1211,6825.169
1212,7576.175
1213,5857.5825
1214,5853.8574
1215,9268.275
1216,7792.76
1217,7212.0693
1218,4657.04
1219,10190.3125
1220,5008.6587
1221,8597.068
1222,7784.766
1223,14566.452
1224,6681.001
1225,5813.0444
1226,7756.898
1227,5898.2188
1228,6706.955
1229,5586.831
1230,9450.941
1231,7773.5474
1232,3972.32
1233,8532.907
1234,5817.798
1235,7955.3506
1236,4464.6455
1237,10744.023
1238,9721.718
1239,4198.453
1240,13115.628
1241,6203.0635
1242,5955.1733
1243,9457.731
1244,10806.528
1245,5603.1025
1246,4824.209
1247,8427.02
1248,7035.524
1249,5008.5347
1250,6286.8
1251,7608.5444
1252,9764.613
1253,10424.345
1254,8465.487
1255,8833.52
1256,7431.7095
1257,4475.57
1258,6938.6787
1259,9704.366
1260,10207.462
1261,9029.174
1262,8452.893
1263,9048.908
1264,7408.4604
1265,11472.721
1266,7455.977
1267,5700.6772
1268,7084.0938
1269,10391.884
1270,7573.429
1271,9562.094
1272,10898.878
1273,8922.395
1274,8296.237
1275,6293.033
1276,7053.659
1277,8944.156
1278,6949.773
1279,8017.837
1280,4605.5396
1281,6766.094
1282,11635.37
1283,9109.247
1284,6992.16
1285,4951.4893
1286,8962.311
1287,7747.175
1288,8241.982
1289,6985.7607
1290,5634.8745
1291,5394.2188
1292,4250.4272
1293,11723.794
1294,9194.686
1295,7878.533
1296,7873.921
1297,6007.57
1298,6556.023
1299,6317.77
1300,7223.7246
1301,4336.686
1302,6423.59
1303,7099.99
1304,8853.788
1305,8943.396
1306,7769.041
1307,14240.85
1308,6275.291
1309,6392.3022
1310,10815.911
1311,5374.42
1312,7239.527
1313,3059.4102
1314,8958.935
1315,7167.057
1316,6199.2485
1317,7145.331
1318,7437.879
1319,6197.008
1320,6637.8403
1321,9280.465
1322,10669.376
1323,3217.807
1324,8444.061
1325,4024.155
1326,13964.801
1327,4237.9297
1328,8840.043
1329,8699.688
1330,8399.472
1331,7272.345
1332,4777.322
1333,6146.781
1334,3500.31
1335,5020.5884
1336,6519.5244
1337,5264.1543
1338,7028.7563
1339,8795.687
1340,7873.4854
1341,7091.4355
1342,6587.898
1343,8666.471
1344,9612.111
1345,7485.2056
1346,6741.821
1347,4565.2295
1348,11561.255
1349,11086.375
1350,6454.852
1351,8413.792
1352,4645.7617
1353,8731.335
1354,5720.8374
1355,4715.005
1356,6515.073
1357,4925.533
1358,9421.602
1359,6368.3003
1360,10297.747
1361,7228.9697
1362,9275.801
1363,7329.7124
1364,5568.779
1365,9854.854
1366,21302.611
1367,11897.762
1368,6680.1216
1369,3633.3098
1370,6923.2754
1371,9045.517
1372,5328.449
1373,7553.187
1374,13995.655
1375,6262.758
1376,14662.529
1377,21537.107
1378,4404.5156
1379,7178.6465
1380,6096.5537
1381,4857.8813
1382,15000.161
1383,4884.501
1384,8748.582
1385,9897.392
1386,10297.768
1387,7657.439
1388,8451.941
1389,5190.1147
1390,7184.5923
1391,4597.8096
1392,7724.869
1393,7470.6055
1394,10436.073
1395,6934.5835
1396,6398.036
1397,4865.4263
1398,8971.162
1399,6647.0903
1400,5340.733
1401,4616.557
1402,9544.937
1403,6033.8657
1404,6515.073
1405,7021.2783
1406,9140.299
1407,1.0
1408,6976.8247
1409,7127.7217
1410,8054.214
1411,8101.489
1412,8483.019
1413,8676.892
1414,10183.182
1415,8210.504
1416,6081.4707
1417,4120.442
1418,7036.6177
1419,7248.3296
1420,6678.7456
1421,5927.9253
1422,3623.4001
1423,9098.142
1424,8096.344
1425,10690.839
1426,7354.5938
1427,6048.6465
1428,8316.859
1429,6283.5747
1430,5126.623
1431,10697.652
1432,5828.1396
1433,8300.859
1434,7954.4175
1435,17260.867
1436,7237.207
1437,6820.5547
1438,7979.7446
1439,7596.551
1440,9736.694
1441,5899.001
1442,9546.657
1443,4919.2466
1444,8091.6353
1445,4051.8152
1446,6266.4863
1447,4120.7764
1448,11543.108
1449,5713.8296
1450,16101.049
1451,16032.828
1452,5741.819
1453,7493.049
1454,5746.5474
1455,6410.3755
1456,5487.497
1457,12423.331
1458,8289.68
1459,9613.2295
1460,5971.6973
1461,7798.7676
1462,5825.1665
1463,9966.334
1464,8844.614
1465,7067.1006
1466,7122.869
1467,7390.3086
1468,6968.857
1469,8130.611
1470,9863.392
1471,7688.022
1472,9244.544
1473,11250.166
1474,7823.95
1475,7338.0503
1476,7462.4517
1477,9942.731
1478,7245.516
1479,6289.397
1480,7587.2314
1481,8213.911
1482,5073.457
1483,12191.2295
1484,7344.962
1485,8674.211
1486,7916.9883
1487,9506.323
1488,5222.7476
1489,7160.47
1490,11326.175
1491,8569.757
1492,8151.9644
1493,8145.77
1494,4171.272
1495,15836.223
1496,9983.878
1497,9412.934
1498,18761.99
1499,12063.686
1500,7949.548
1501,8129.2227
1502,10571.749
1503,10941.758
1504,11616.309
1505,11648.183
1506,6427.457
1507,7505.81
1508,6633.277
1509,9075.72
1510,3699.0007
1511,14388.897
1512,6237.5166
1513,6740.0464
1514,6581.7427
1515,10126.493
1516,8609.787
1517,6959.0527
1518,8294.338
1519,6606.549
1520,4939.446
1521,7650.4014
1522,5229.8413
1523,5705.666
1524,7290.11
1525,6778.3286
1526,10192.578
1527,10212.331
1528,8970.238
1529,7255.765
1530,7610.119
1531,12090.247
1532,7127.001
1533,5679.2017
1534,5554.2065
1535,5709.025
1536,12721.29
1537,4718.726
1538,12463.492
1539,6995.856
1540,3371.8013
1541,5199.5195
1542,9514.851
1543,7555.644
1544,5967.011
1545,9637.172
1546,10709.279
1547,14080.889
1548,7311.1255
1549,10510.16
1550,3431.6096
1551,6457.623
1552,8501.566
1553,6116.9346
1554,7122.2373
1555,5956.315
1556,6656.963
1557,5393.1074
1558,6144.014
1559,12959.49
1560,9500.205
1561,5066.517
1562,4800.834
1563,8619.252
1564,11978.659
1565,12774.957
1566,6358.3345
1567,6600.427
1568,13758.185
1569,6677.5737
1570,8676.486
1571,7090.462
1572,6080.966
1573,7114.6943
1574,10338.174
1575,4913.328
1576,5454.792
1577,5732.5156
1578,6236.107
1579,10832.264
1580,8962.105
1581,8193.239
1582,14167.965
1583,9074.508
1584,12919.985
1585,13135.833
1586,8270.931
1587,5621.0566
1588,3982.9404
1589,8001.107
1590,6300.751
1591,6615.257
1592,6640.101
1593,7382.2915
1594,13709.537
1595,5179.684
1596,6338.8115
1597,9456.739
1598,7475.3384
1599,7671.1235
1600,6481.776
1601,5411.4004
1602,8609.458
1603,3475.6147
1604,9374.882
1605,9080.863
1606,8881.454
1607,9796.703
1608,9871.071
1609,8634.392
1610,6286.836
1611,8081.5312
1612,9391.26
1613,7692.1
1614,6242.79
1615,7693.5015
1616,5947.255
1617,12348.672
1618,9306.08
1619,6780.514
1620,6046.697
1621,8030.082
1622,9471.489
1623,8046.3433
1624,6912.909
1625,8838.686
1626,5655.6055
1627,7116.3906
1628,17944.531
1629,7150.833
1630,9851.085
1631,7323.0527
1632,7362.0825
1633,6966.6836
1634,6429.37
1635,4388.96
1636,6077.991
1637,10214.951
1638,13996.216
1639,9354.17
1640,9514.696
1641,12572.436
1642,10358.22
1643,12011.493
1644,8763.146
1645,9515.322
1646,4906.64
1647,11250.478
1648,12839.354
1649,9266.976
1650,9219.581
1651,9046.889
1652,8003.2896
1653,4114.994
1654,12903.386
1655,8471.997
1656,8125.4863
1657,7464.758
1658,3411.1846
1659,15297.856
1660,11671.47
1661,14931.5625
1662,7599.7104
1663,4403.8184
1664,4912.0117
1665,5895.103
1666,6905.6533
1667,8865.204
1668,8633.552
1669,5693.2544
1670,5838.06
1671,8274.055
1672,4271.514
1673,3603.1294
1674,7730.899
1675,14562.215
1676,7406.9414
1677,20013.875
1678,5234.233
1679,6499.6187
1680,6685.412
1681,5695.199
1682,5808.289
1683,5560.064
1684,4961.162
1685,4175.2686
1686,8959.559
1687,7404.3
1688,4642.24
1689,10362.044
1690,7336.2236
1691,6769.6255
1692,4450.826
1693,13839.675
1694,8186.388
1695,9404.508
1696,5581.68
1697,7760.798
1698,4680.809
1699,5426.1
1700,4950.79
1701,17061.078
1702,12049.094
1703,7254.146
1704,6060.173
1705,5626.1577
1706,6832.001
1707,5551.828
1708,12171.224
1709,4615.3022
1710,14923.832
1711,5427.4663
1712,6600.2695
1713,6634.9033
1714,9805.799
1715,8424.473
1716,5350.977
1717,6952.0273
1718,9041.739
1719,7778.6353
1720,8705.101
1721,5952.368
1722,4642.9087
1723,12658.343
1724,5012.616
1725,4044.0076
1726,6531.5684
1727,7425.1343
1728,7157.2812
1729,7919.7827
1730,10539.241
1731,8346.851
1732,7746.3545
1733,7811.52
1734,5677.317
1735,9607.299
1736,6067.7964
1737,4553.509
1738,7457.4707
1739,8233.167
1740,7034.967
1741,11654.718
1742,7343.1055
1743,7425.0493
1744,6806.8486
1745,8356.713
1746,5553.1416
1747,7871.075
1748,6687.1724
1749,8469.057
1750,7147.3076
1751,8282.732
1752,11644.917
1753,6730.134
1754,4446.9727
1755,10598.128
1756,7581.661
1757,3362.9834
1758,7726.6157
1759,10268.403
1760,14175.872
1761,5870.9907
1762,5834.681
1763,6471.071
1764,3834.4565
1765,7444.16
1766,7547.635
1767,8400.064
1768,6966.4644
1769,8151.755
1770,9938.294
1771,3514.6877
1772,6657.0073
1773,6025.343
1774,6037.6655
1775,6837.0405
1776,6477.394
1777,8727.722
1778,6956.989
1779,6073.0015
1780,9507.448
1781,9682.51
1782,9362.667
1783,9313.033
1784,5638.455
1785,8352.601
1786,7906.997
1787,9122.141
1788,10405.342
1789,8488.336
1790,6756.7754
1791,9668.391
1792,8446.598
1793,7750.4785
1794,9530.745
1795,6154.959
1796,4859.5776
1797,12997.119
1798,9295.896
1799,9921.445
1800,7018.0107
1801,8123.487
1802,9233.828
1803,4511.842
1804,7256.886
1805,5864.4536
1806,8589.765
1807,6813.1816
1808,8189.9966
1809,8795.46
